receipt_id,date,total,store_id
2417,2021-10-13,23,1
2418,2021-08-08,10,2
2419,2023-10-10,65,2
2420,2023-09-18,10,2
2421,2020-12-31,52,2
2422,2020-08-05,25,2
2423,2020-01-06,64,1
2424,2022-01-28,24,1
2425,2020-06-01,33,2
2426,2023-04-01,47,1
2427,2023-10-09,40,1
2428,2023-11-18,24,2
2429,2020-05-23,35,2
2430,2023-12-23,26,2
2431,2021-05-06,43,1
2432,2022-10-19,17,1
2433,2021-02-07,66,2
2434,2024-02-17,3,1
2435,2021-07-27,62,2
2436,2022-05-11,52,2
2437,2020-01-24,42,1
2438,2020-05-08,95,2
2439,2020-09-13,16,2
2440,2020-05-19,19,1
2441,2023-11-15,12,1
2442,2024-01-07,49,1
2443,2024-01-19,78,1
2444,2020-11-03,75,1
2445,2020-05-14,39,1
2446,2024-02-06,71,1
2447,2022-10-29,41,1
2448,2022-09-01,99,2
2449,2020-12-12,6,2
2450,2020-01-14,30,1
2451,2023-12-05,56,2
2452,2020-08-06,82,1
2453,2022-12-21,6,1
2454,2023-04-30,18,2
2455,2020-08-10,62,2
2456,2022-10-29,20,1
2457,2023-06-29,70,2
2458,2020-12-03,32,2
2459,2024-02-29,25,1
2460,2020-09-27,71,2
2461,2020-12-10,107,1
2462,2023-10-13,25,2
2463,2022-09-18,50,2
2464,2020-12-12,16,1
2465,2020-08-16,20,2
2466,2020-12-21,46,1
2467,2021-04-02,91,2
2468,2020-10-11,38,1
2469,2020-09-27,45,2
2470,2020-12-24,41,2
2471,2020-07-01,51,1
2472,2023-03-07,70,1
2473,2022-03-06,35,1
2474,2021-11-13,98,1
2475,2022-10-27,35,1
2476,2020-09-04,2,1
2477,2021-06-28,21,1
2478,2023-07-17,12,1
2479,2023-04-24,44,1
2480,2020-11-15,103,2
2481,2020-08-03,50,2
2482,2022-08-11,14,2
2483,2021-03-19,21,1
2484,2020-11-14,25,2
2485,2022-11-07,23,2
2486,2022-02-08,18,1
2487,2021-01-26,73,2
2488,2023-11-24,89,2
2489,2023-07-22,22,2
2490,2021-08-07,41,1
2491,2023-08-07,39,1
2492,2023-02-15,73,2
2493,2022-08-05,54,1
2494,2023-10-23,66,1
2495,2023-10-24,13,2
2496,2020-05-30,60,1
2497,2023-11-25,43,2
2498,2020-06-30,28,1
2499,2021-04-19,18,2
2500,2022-07-11,74,1
2501,2021-03-17,32,2
2502,2021-11-11,57,2
2503,2020-08-03,88,2
2504,2020-06-20,5,1
2505,2022-07-22,85,1
2506,2023-09-20,65,1
2507,2023-09-18,12,1
2508,2021-05-08,86,2
2509,2021-07-28,40,1
2510,2022-08-27,4,1
2511,2023-10-12,12,1
2512,2020-09-01,40,1
2513,2022-03-05,25,2
2514,2022-09-11,63,1
2515,2020-12-06,38,1
2516,2023-05-12,55,1
2517,2020-07-16,65,1
2518,2020-07-14,90,1
2519,2022-10-12,59,2
2520,2022-10-29,20,2
2521,2020-01-04,90,2
2522,2023-09-02,86,2
2523,2023-04-10,63,2
2524,2022-12-25,8,2
2525,2021-01-27,27,2
2526,2023-05-05,8,1
2527,2020-05-17,25,1
2528,2022-02-06,26,2
2529,2020-06-22,72,2
2530,2020-09-13,57,1
2531,2022-03-21,4,1
2532,2023-11-20,16,2
2533,2020-08-09,115,1
2534,2021-12-22,54,2
2535,2022-07-02,11,2
2536,2022-07-01,77,1
2537,2023-09-30,32,1
2538,2020-03-16,55,2
2539,2023-11-27,21,1
2540,2023-02-23,44,1
2541,2024-02-03,39,2
2542,2020-04-27,40,1
2543,2022-03-20,52,1
2544,2021-03-09,27,1
2545,2023-06-19,58,1
2546,2023-09-23,21,1
2547,2023-09-02,60,1
2548,2020-08-21,8,1
2549,2022-08-01,53,2
2550,2020-08-02,54,1
2551,2021-12-10,19,1
2552,2022-04-26,23,2
2553,2021-12-04,57,1
2554,2022-09-06,106,1
2555,2022-06-29,27,2
2556,2021-01-07,44,1
2557,2020-05-21,75,1
2558,2020-09-11,38,1
2559,2021-05-05,69,2
2560,2020-02-23,90,2
2561,2023-07-23,15,1
2562,2022-04-29,25,2
2563,2021-02-10,37,2
2564,2021-05-05,72,2
2565,2023-05-22,34,2
2566,2021-11-18,38,1
2567,2024-02-22,18,2
2568,2020-04-21,17,2
2569,2020-10-22,31,1
2570,2022-04-17,87,1
2571,2021-09-22,57,2
2572,2024-01-22,73,1
2573,2021-05-10,57,1
2574,2024-01-08,55,2
2575,2020-07-28,107,1
2576,2023-09-24,52,2
2577,2020-01-15,92,2
2578,2022-06-30,65,2
2579,2022-08-11,31,2
2580,2023-03-07,12,2
2581,2021-05-15,45,2
2582,2024-02-05,75,1
2583,2023-10-02,5,1
2584,2023-04-19,42,1
2585,2020-06-10,9,2
2586,2021-12-14,36,2
2587,2022-08-10,24,1
2588,2022-07-27,34,1
2589,2021-10-19,10,2
2590,2024-01-15,73,1
2591,2023-07-08,76,1
2592,2023-01-14,37,2
2593,2020-07-23,20,2
2594,2022-10-14,53,1
2595,2023-07-27,15,1
2596,2023-09-15,20,1
2597,2022-03-29,52,1
2598,2021-11-24,7,2
2599,2023-05-05,27,1
2600,2021-06-22,6,2
2601,2021-08-26,3,1
2602,2023-09-05,33,2
2603,2021-09-08,70,2
2604,2023-07-29,27,2
2605,2021-05-27,12,1
2606,2020-10-29,3,2
2607,2022-04-25,74,2
2608,2022-12-07,45,1
2609,2022-02-21,8,2
2610,2020-08-23,24,1
2611,2020-11-28,40,1
2612,2022-08-22,32,2
2613,2021-08-31,57,2
2614,2023-08-21,64,2
2615,2023-04-11,96,2
2616,2021-01-21,31,2
2617,2023-07-13,54,1
2618,2021-10-12,70,1
2619,2023-05-05,49,1
2620,2024-01-11,12,2
2621,2020-07-04,58,2
2622,2022-05-06,36,2
2623,2022-09-06,59,1
2624,2020-01-13,93,1
2625,2022-06-11,47,1
2626,2024-02-08,18,1
2627,2023-04-14,18,2
2628,2023-07-10,5,2
2629,2020-07-30,20,1
2630,2023-03-21,85,1
2631,2021-07-22,47,2
2632,2023-11-23,10,2
2633,2023-08-14,60,1
2634,2020-08-23,8,1
2635,2023-05-24,50,2
2636,2022-12-28,29,1
2637,2023-11-27,101,1
2638,2021-10-13,96,2
2639,2021-10-20,57,2
2640,2022-01-07,10,2
2641,2022-10-29,66,2
2642,2020-01-10,52,2
2643,2021-09-10,53,1
2644,2023-07-02,16,1
2645,2022-04-06,13,1
2646,2021-02-02,34,1
2647,2020-06-17,19,2
2648,2020-08-26,29,1
2649,2020-04-15,10,1
2650,2022-12-06,107,2
2651,2022-10-27,17,2
2652,2021-08-16,64,2
2653,2023-02-10,25,2
2654,2021-12-25,63,2
2655,2020-12-04,8,1
2656,2023-12-02,57,1
2657,2020-06-29,52,2
2658,2023-12-30,70,1
2659,2021-10-31,19,2
2660,2023-05-02,4,2
2661,2023-02-03,89,1
2662,2023-06-01,74,1
2663,2020-02-28,69,1
2664,2021-09-23,24,1
2665,2022-02-03,40,2
2666,2022-12-18,64,1
2667,2021-01-16,10,2
2668,2022-10-07,56,1
2669,2020-09-01,20,2
2670,2021-03-21,60,2
2671,2020-08-18,47,1
2672,2023-01-05,104,1
2673,2020-10-30,63,1
2674,2020-06-27,67,2
2675,2024-01-30,10,1
2676,2021-06-22,10,1
2677,2023-08-05,21,1
2678,2024-02-01,21,1
2679,2021-09-16,30,1
2680,2020-10-11,12,1
2681,2023-08-23,37,1
2682,2022-01-25,15,2
2683,2023-05-22,6,2
2684,2020-09-24,68,1
2685,2022-08-05,68,1
2686,2023-03-07,53,2
2687,2022-03-01,49,2
2688,2022-03-12,5,2
2689,2023-08-27,39,1
2690,2020-09-17,28,1
2691,2022-07-01,70,1
2692,2021-03-31,90,2
2693,2024-01-04,6,2
2694,2023-04-21,78,2
2695,2022-07-08,25,2
2696,2021-08-22,12,1
2697,2023-11-27,35,2
2698,2020-03-12,49,1
2699,2021-08-17,40,2
2700,2020-05-30,27,2
2701,2022-11-19,6,2
2702,2021-03-08,12,2
2703,2024-02-26,65,2
2704,2023-02-14,47,2
2705,2023-04-10,42,1
2706,2021-01-16,4,2
2707,2024-02-05,30,2
2708,2020-04-30,88,1
2709,2020-05-01,20,1
2710,2022-07-09,48,2
2711,2023-06-18,4,2
2712,2022-11-26,51,2
2713,2020-02-23,79,1
2714,2023-03-17,2,2
2715,2020-07-11,40,1
2716,2020-12-04,12,1
2717,2023-06-26,25,1
2718,2021-10-18,70,1
2719,2022-12-02,66,1
2720,2022-09-27,70,2
2721,2020-04-10,27,2
2722,2023-09-07,82,1
2723,2022-07-05,27,2
2724,2022-04-20,12,2
2725,2021-11-05,70,2
2726,2021-08-29,4,1
2727,2022-08-04,49,1
2728,2020-04-06,29,1
2729,2022-04-04,20,1
2730,2021-09-08,62,1
2731,2021-06-13,36,1
2732,2022-04-26,41,2
2733,2020-03-10,64,1
2734,2020-05-31,58,2
2735,2022-04-13,45,2
2736,2024-02-16,22,1
2737,2023-09-04,85,2
2738,2021-11-02,58,2
2739,2023-12-24,56,1
2740,2021-06-27,24,2
2741,2023-08-28,45,2
2742,2022-10-29,6,2
2743,2022-06-28,43,2
2744,2023-06-03,21,2
2745,2020-10-23,16,2
2746,2023-09-29,16,1
2747,2022-02-03,32,2
2748,2020-06-11,3,1
2749,2021-10-09,4,1
2750,2020-11-06,24,2
2751,2020-12-11,52,1
2752,2021-12-22,19,2
2753,2020-05-25,78,1
2754,2021-01-25,33,1
2755,2022-09-11,42,1
2756,2022-03-14,23,2
2757,2023-04-25,30,1
2758,2021-10-12,103,1
2759,2023-09-26,45,1
2760,2022-10-27,35,1
2761,2022-07-28,6,1
2762,2021-04-17,70,2
2763,2021-06-11,61,1
2764,2021-10-27,48,1
2765,2023-05-26,92,1
2766,2022-07-31,33,2
2767,2021-02-14,29,2
2768,2023-05-02,34,1
2769,2023-05-15,50,2
2770,2023-03-07,63,1
2771,2023-03-09,61,1
2772,2020-11-05,32,1
2773,2022-11-12,12,2
2774,2020-12-14,73,1
2775,2022-12-08,50,1
2776,2022-03-14,41,2
2777,2021-06-12,18,1
2778,2020-02-12,8,2
2779,2023-01-08,61,1
2780,2021-09-16,68,1
2781,2023-03-25,40,2
2782,2023-04-02,2,2
2783,2021-12-02,25,1
2784,2023-01-09,14,1
2785,2022-06-04,9,2
2786,2020-09-29,49,1
2787,2020-06-27,5,2
2788,2020-11-07,111,1
2789,2022-10-01,58,2
2790,2020-09-24,5,2
2791,2021-12-27,8,1
2792,2021-04-02,20,2
2793,2020-01-13,91,2
2794,2022-06-13,16,2
2795,2021-01-14,46,2
2796,2023-11-27,37,2
2797,2022-06-02,51,2
2798,2020-10-07,68,2
2799,2022-03-22,5,2
2800,2022-03-01,78,2
2801,2021-01-13,30,1
2802,2021-01-14,18,1
2803,2021-08-03,51,1
2804,2020-04-18,91,2
2805,2021-06-24,65,2
2806,2022-08-15,56,1
2807,2020-08-20,34,2
2808,2021-03-04,32,1
2809,2023-11-20,35,1
2810,2020-10-27,24,1
2811,2020-02-26,40,1
2812,2021-03-22,50,1
2813,2022-06-07,27,1
2814,2020-06-26,34,1
2815,2022-12-05,27,2
2816,2020-04-25,45,1
2817,2020-12-13,11,2
2818,2022-11-06,125,2
2819,2023-07-26,12,1
2820,2021-09-12,16,1
2821,2023-08-06,74,1
2822,2021-01-13,5,1
2823,2022-09-30,33,1
2824,2022-05-08,4,2
2825,2022-06-14,35,2
2826,2020-09-12,85,1
2827,2023-09-07,14,2
2828,2021-10-17,9,1
2829,2023-11-21,61,2
2830,2021-02-14,55,1
2831,2021-07-30,78,2
2832,2022-03-07,12,1
2833,2023-08-15,63,1
2834,2020-02-25,52,2
2835,2023-12-02,49,2
2836,2023-02-09,60,1
2837,2020-02-14,34,2
2838,2021-12-12,43,2
2839,2023-07-07,76,1
2840,2023-03-12,24,1
2841,2020-07-28,89,2
2842,2023-07-19,28,1
2843,2023-12-23,44,2
2844,2022-09-07,52,1
2845,2021-05-30,15,2
2846,2020-01-26,89,1
2847,2022-01-06,63,1
2848,2020-09-28,25,2
2849,2021-06-10,37,1
2850,2021-07-27,63,2
2851,2022-04-26,5,1
2852,2021-03-02,49,2
2853,2023-02-18,20,1
2854,2023-09-09,100,2
2855,2021-07-09,29,2
2856,2023-10-18,6,2
2857,2021-07-08,55,1
2858,2020-04-25,18,1
2859,2020-03-10,3,2
2860,2020-06-17,86,2
2861,2024-01-18,108,2
2862,2020-10-08,34,2
2863,2021-07-02,16,1
2864,2021-10-21,17,1
2865,2022-06-11,48,2
2866,2021-08-25,25,2
2867,2020-01-19,68,2
2868,2020-03-07,90,1
2869,2021-08-02,49,2
2870,2021-03-08,6,2
2871,2021-08-27,7,1
2872,2023-02-21,95,2
2873,2022-12-12,35,1
2874,2023-08-26,67,2
2875,2024-01-31,59,1
2876,2022-06-10,14,1
2877,2021-12-14,36,1
2878,2020-10-15,67,1
2879,2020-11-12,52,1
2880,2022-07-01,66,1
2881,2021-03-22,36,1
2882,2023-09-17,78,2
2883,2023-12-17,76,2
2884,2020-04-23,33,2
2885,2021-11-04,65,2
2886,2021-03-01,27,2
2887,2021-11-09,85,2
2888,2023-01-17,9,1
2889,2021-04-25,28,2
2890,2023-10-07,38,1
2891,2022-10-09,55,1
2892,2024-02-28,39,2
2893,2021-06-10,44,1
2894,2023-12-14,83,1
2895,2022-03-11,28,1
2896,2023-01-17,14,2
2897,2023-12-22,77,2
2898,2023-02-07,90,1
2899,2020-12-21,89,2
2900,2022-08-28,70,2
2901,2021-01-18,27,1
2902,2022-06-07,8,1
2903,2022-01-29,24,2
2904,2021-07-13,25,2
2905,2023-05-07,63,2
2906,2020-05-01,4,1
2907,2024-01-08,40,2
2908,2023-08-27,38,1
2909,2022-05-07,24,2
2910,2023-08-28,15,1
2911,2022-07-13,43,2
2912,2021-03-02,34,1
2913,2020-01-09,40,2
2914,2020-05-21,43,2
2915,2020-02-19,4,1
2916,2023-09-19,34,2
2917,2022-07-14,40,2
2918,2021-10-06,39,1
2919,2022-12-07,35,1
2920,2022-09-11,56,1
2921,2023-07-29,15,1
2922,2023-01-14,92,1
2923,2022-09-02,32,1
2924,2022-12-31,21,2
2925,2021-05-31,53,2
2926,2021-08-04,30,2
2927,2020-06-03,28,1
2928,2021-09-23,40,1
2929,2020-04-23,21,1
2930,2022-06-16,36,2
2931,2024-02-06,3,2
2932,2021-11-13,127,1
2933,2023-01-07,40,1
2934,2021-01-17,48,2
2935,2021-06-27,5,2
2936,2021-03-23,76,1
2937,2020-06-15,54,1
2938,2021-04-04,23,1
2939,2023-05-21,42,2
2940,2022-04-12,16,1
2941,2022-08-17,35,1
2942,2023-04-11,18,2
2943,2020-11-11,47,2
2944,2024-01-21,76,1
2945,2023-09-17,4,1
2946,2021-06-07,111,2
2947,2022-05-07,16,2
2948,2023-10-13,24,1
2949,2023-05-30,81,2
2950,2020-09-23,71,1
2951,2022-06-30,49,2
2952,2024-01-05,4,1
2953,2023-09-28,67,1
2954,2020-06-21,39,1
2955,2023-09-05,30,1
2956,2023-10-01,43,2
2957,2024-02-02,21,2
2958,2022-07-09,43,1
2959,2024-02-29,24,2
2960,2022-08-12,36,1
2961,2023-03-21,18,1
2962,2022-05-24,92,2
2963,2022-12-29,24,1
2964,2021-03-19,20,2
2965,2022-10-22,6,2
2966,2021-07-22,28,2
2967,2023-05-10,77,1
2968,2022-12-14,95,2
2969,2023-07-01,88,1
2970,2021-04-06,112,2
2971,2021-03-15,57,2
2972,2022-06-20,8,2
2973,2024-01-21,112,1
2974,2021-05-12,31,1
2975,2023-06-27,42,1
2976,2023-08-24,42,1
2977,2023-01-04,80,1
2978,2020-04-23,50,1
2979,2021-09-21,12,2
2980,2021-02-03,4,2
2981,2024-02-29,82,2
2982,2021-04-25,29,1
2983,2020-11-06,36,1
2984,2022-07-15,8,2
2985,2020-09-07,58,1
2986,2023-08-13,72,2
2987,2023-04-23,71,2
2988,2021-10-07,28,2
2989,2021-08-17,16,2
2990,2023-07-26,48,2
2991,2024-02-21,12,1
2992,2020-03-16,107,1
2993,2022-04-06,82,1
2994,2020-12-09,50,2
2995,2022-12-25,25,2
2996,2020-02-05,10,2
2997,2021-12-08,19,1
2998,2021-09-07,22,1
2999,2022-06-18,4,1
3000,2020-04-10,8,2
3001,2021-12-04,47,2
3002,2020-06-18,93,1
3003,2021-05-17,115,1
3004,2022-11-04,18,2
3005,2020-07-05,32,1
3006,2023-10-08,12,1
3007,2024-02-15,62,2
3008,2020-04-07,30,1
3009,2023-04-03,4,2
3010,2020-03-15,50,2
3011,2024-02-20,56,2
3012,2023-01-11,65,2
3013,2020-08-27,65,2
3014,2021-03-01,12,2
3015,2020-09-25,33,1
3016,2020-11-09,30,1
3017,2020-04-22,96,1
3018,2022-11-14,32,1
3019,2023-09-01,107,1
3020,2023-02-05,27,2
3021,2021-05-11,43,2
3022,2020-04-15,75,2
3023,2021-03-15,24,1
3024,2020-01-05,46,2
3025,2022-06-05,37,2
3026,2023-11-11,11,2
3027,2022-06-03,58,2
3028,2021-09-23,51,1
3029,2022-10-09,30,1
3030,2020-07-30,79,2
3031,2021-04-16,16,2
3032,2023-06-24,12,1
3033,2020-10-26,51,2
3034,2021-06-30,49,1
3035,2022-06-22,36,1
3036,2021-07-15,9,1
3037,2023-01-21,24,2
3038,2021-06-06,61,1
3039,2020-07-16,32,2
3040,2023-06-12,41,1
3041,2021-06-16,101,1
3042,2020-04-24,60,2
3043,2023-07-11,57,2
3044,2021-02-21,47,2
3045,2022-07-14,55,1
3046,2020-01-11,80,2
3047,2023-05-05,9,1
3048,2021-11-26,57,2
3049,2023-11-11,12,1
3050,2021-03-15,66,1
3051,2022-03-15,8,2
3052,2023-09-17,63,2
3053,2023-05-28,87,2
3054,2020-12-03,59,2
3055,2021-07-04,74,1
3056,2020-03-24,68,2
3057,2023-01-19,54,2
3058,2021-06-27,96,2
3059,2020-05-05,64,1
3060,2020-02-01,57,2
3061,2020-05-28,54,1
3062,2020-02-16,59,1
3063,2022-04-10,85,2
3064,2020-05-29,4,1
3065,2020-01-16,53,1
3066,2020-02-10,61,1
3067,2020-10-11,18,2
3068,2021-12-09,12,1
3069,2020-04-27,26,1
3070,2020-05-06,42,2
3071,2020-10-17,21,2
3072,2023-06-25,23,1
3073,2023-02-21,14,2
3074,2021-04-04,64,1
3075,2023-03-31,24,2
3076,2020-04-15,58,1
3077,2021-02-18,63,1
3078,2020-10-18,84,1
3079,2021-08-09,48,1
3080,2024-01-08,54,2
3081,2020-09-10,8,1
3082,2022-01-09,15,2
3083,2021-01-28,78,2
3084,2023-04-12,54,1
3085,2020-12-25,66,2
3086,2022-12-28,91,2
3087,2022-02-23,41,1
3088,2022-09-25,96,2
3089,2020-08-20,29,2
3090,2021-03-10,40,1
3091,2023-05-07,38,2
3092,2020-05-16,34,1
3093,2021-09-22,42,1
3094,2022-07-27,43,2
3095,2022-02-19,53,1
3096,2023-09-09,30,2
3097,2021-12-18,28,1
3098,2020-03-28,9,2
3099,2022-05-29,4,1
3100,2020-01-23,12,1
3101,2020-03-12,90,2
3102,2021-01-16,68,2
3103,2021-10-17,36,1
3104,2023-02-13,66,2
3105,2024-01-14,42,1
3106,2020-12-16,33,1
3107,2022-05-27,33,1
3108,2022-07-12,63,1
3109,2022-08-26,32,1
3110,2022-04-28,57,1
3111,2022-07-28,30,1
3112,2022-03-03,42,1
3113,2021-03-05,63,2
3114,2022-12-30,6,1
3115,2024-01-23,18,1
3116,2021-07-30,41,2
3117,2021-04-27,30,1
3118,2024-01-20,73,1
3119,2021-05-02,12,1
3120,2022-03-15,70,2
3121,2024-01-27,18,1
3122,2020-02-26,27,2
3123,2022-05-21,14,1
3124,2022-12-02,73,2
3125,2022-07-07,44,1
3126,2024-02-20,83,2
3127,2021-08-02,10,2
3128,2023-10-10,42,1
3129,2020-05-06,22,1
3130,2024-02-04,46,2
3131,2023-03-11,73,2
3132,2022-06-18,15,2
3133,2020-04-15,2,1
3134,2021-06-09,76,2
3135,2024-02-05,33,1
3136,2022-08-04,15,2
3137,2021-04-11,76,1
3138,2020-05-14,5,1
3139,2020-09-25,57,1
3140,2020-08-29,15,1
3141,2023-07-19,9,2
3142,2021-09-15,14,2
3143,2023-05-06,41,1
3144,2021-07-07,14,2
3145,2020-06-03,59,2
3146,2022-10-21,50,2
3147,2022-05-25,82,2
3148,2021-05-17,57,1
3149,2022-01-18,27,2
3150,2021-11-19,45,1
3151,2021-10-09,75,2
3152,2022-02-19,56,1
3153,2022-08-17,41,2
3154,2021-11-05,40,2
3155,2020-01-19,73,2
3156,2022-11-01,56,2
3157,2020-01-19,34,1
3158,2020-09-14,18,2
3159,2021-08-23,66,2
3160,2020-05-25,36,1
3161,2021-12-06,22,2
3162,2022-09-16,4,2
3163,2020-05-12,37,1
3164,2021-09-10,40,2
3165,2021-09-13,62,2
3166,2021-03-09,25,2
3167,2021-01-29,78,2
3168,2023-05-08,28,2
3169,2021-06-18,9,2
3170,2023-04-07,43,1
3171,2021-08-18,70,1
3172,2021-03-30,62,1
3173,2023-02-18,43,1
3174,2021-04-15,18,1
3175,2022-06-24,24,2
3176,2020-04-14,22,2
3177,2023-08-07,20,2
3178,2022-06-19,9,1
3179,2022-06-19,57,2
3180,2023-12-01,35,1
3181,2020-06-12,2,2
3182,2023-08-22,24,1
3183,2020-11-08,46,1
3184,2021-08-26,19,2
3185,2021-08-06,10,1
3186,2023-07-21,84,2
3187,2021-04-01,12,2
3188,2022-09-07,15,1
3189,2020-09-15,30,2
3190,2020-01-12,25,2
3191,2020-07-01,3,1
3192,2020-09-22,90,1
3193,2023-03-05,98,2
3194,2022-10-12,72,2
3195,2023-01-13,10,2
3196,2022-10-23,101,2
3197,2023-10-21,55,2
3198,2020-03-26,8,2
3199,2022-07-21,67,2
3200,2021-08-05,34,2
3201,2020-04-02,16,1
3202,2021-11-15,60,2
3203,2020-09-03,39,2
3204,2023-09-14,91,1
3205,2023-04-07,43,2
3206,2020-04-18,9,2
3207,2020-07-11,61,2
3208,2021-09-14,56,2
3209,2022-10-22,37,1
3210,2022-05-04,50,2
3211,2022-01-19,57,2
3212,2021-03-27,69,2
3213,2023-01-31,57,2
3214,2021-09-14,72,2
3215,2022-06-16,39,2
3216,2020-07-08,15,1
3217,2020-10-26,16,1
3218,2023-05-21,53,1
3219,2022-07-06,2,2
3220,2022-10-03,44,1
3221,2020-10-09,32,2
3222,2023-10-17,92,1
3223,2024-01-03,63,2
3224,2021-12-13,25,2
3225,2023-05-05,1,1
3226,2020-08-24,68,2
3227,2023-04-24,8,1
3228,2020-11-26,56,2
3229,2023-04-04,53,1
3230,2020-07-03,30,2
3231,2020-12-19,14,2
3232,2022-03-09,35,2
3233,2021-10-09,76,2
3234,2021-02-23,103,1
3235,2021-07-22,58,1
3236,2020-04-11,75,2
3237,2022-10-18,79,2
3238,2022-07-14,30,2
3239,2020-06-23,64,2
3240,2022-03-26,46,1
3241,2020-06-22,68,1
3242,2022-12-16,44,1
3243,2022-09-29,57,1
3244,2022-06-25,21,2
3245,2021-09-16,64,2
3246,2022-09-28,54,1
3247,2022-08-24,68,2
3248,2020-06-17,46,1
3249,2021-05-15,59,2
3250,2020-07-03,76,2
3251,2021-08-14,54,2
3252,2020-10-21,54,1
3253,2022-07-20,39,2
3254,2021-09-09,47,2
3255,2023-01-22,20,1
3256,2021-08-04,20,2
3257,2021-03-16,49,1
3258,2023-08-21,12,1
3259,2021-10-14,55,1
3260,2020-12-09,29,2
3261,2022-11-25,3,1
3262,2020-10-31,29,1
3263,2020-03-28,50,1
3264,2021-06-02,43,1
3265,2021-09-03,42,1
3266,2024-01-26,45,2
3267,2024-01-22,8,1
3268,2021-04-10,14,2
3269,2020-08-01,28,2
3270,2021-07-27,41,2
3271,2020-09-28,42,1
3272,2023-11-05,65,2
3273,2023-02-06,85,2
3274,2022-02-05,23,2
3275,2023-10-10,62,1
3276,2022-07-27,34,1
3277,2022-08-27,105,2
3278,2024-01-23,78,1
3279,2020-07-28,18,1
3280,2022-01-07,25,1
3281,2023-07-31,41,2
3282,2021-03-05,52,2
3283,2022-03-07,36,2
3284,2021-04-26,37,2
3285,2023-11-04,12,1
3286,2024-01-27,6,2
3287,2020-10-02,68,1
3288,2022-06-15,1,1
3289,2022-05-11,6,1
3290,2020-03-13,76,1
3291,2023-03-31,124,1
3292,2023-03-17,38,1
3293,2021-08-03,44,2
3294,2022-09-20,30,1
3295,2022-04-21,70,1
3296,2021-03-12,64,1
3297,2021-11-07,25,1
3298,2023-08-10,64,2
3299,2022-05-22,28,2
3300,2023-06-08,18,1
3301,2023-11-17,42,2
3302,2021-09-29,61,1
3303,2020-08-07,48,1
3304,2024-01-23,54,1
3305,2022-12-16,4,1
3306,2021-10-22,66,1
3307,2022-08-29,75,2
3308,2023-05-12,30,1
3309,2022-01-11,34,1
3310,2022-03-20,36,1
3311,2020-12-14,74,2
3312,2023-06-06,3,1
3313,2021-08-04,22,1
3314,2023-08-11,8,2
3315,2023-10-19,76,1
3316,2021-03-21,42,2
3317,2021-04-19,17,1
3318,2022-07-09,5,2
3319,2020-04-19,61,2
3320,2022-05-08,14,2
3321,2020-01-10,48,2
3322,2021-09-13,37,2
3323,2021-11-29,25,2
3324,2020-09-27,30,1
3325,2022-06-25,14,2
3326,2021-11-16,52,1
3327,2022-06-01,18,2
3328,2021-07-17,62,2
3329,2021-03-07,24,2
3330,2023-11-24,31,2
3331,2023-04-09,39,1
3332,2021-12-29,70,1
3333,2022-01-01,10,2
3334,2022-12-24,53,1
3335,2021-03-17,52,2
3336,2021-09-10,81,1
3337,2023-04-13,37,1
3338,2020-11-19,38,2
3339,2024-02-09,86,2
3340,2023-08-22,60,1
3341,2023-01-28,74,1
3342,2022-12-12,20,1
3343,2023-12-18,32,1
3344,2023-11-01,3,2
3345,2023-09-13,29,2
3346,2023-09-18,42,2
3347,2023-10-26,37,2
3348,2021-10-31,102,2
3349,2022-04-18,26,1
3350,2021-02-22,13,1
3351,2020-09-15,25,1
3352,2021-01-20,42,2
3353,2022-01-13,53,2
3354,2020-01-01,45,1
3355,2022-01-05,4,2
3356,2021-11-18,87,2
3357,2022-11-06,39,2
3358,2020-09-18,4,2
3359,2023-01-10,52,2
3360,2023-08-09,44,2
3361,2020-01-16,9,1
3362,2021-06-15,50,2
3363,2021-07-27,28,2
3364,2023-07-03,6,1
3365,2023-02-11,36,1
3366,2022-07-07,3,1
3367,2021-05-15,36,1
3368,2023-07-11,6,1
3369,2022-07-22,38,1
3370,2023-12-11,115,2
3371,2022-10-29,16,1
3372,2020-10-17,49,2
3373,2021-11-03,43,1
3374,2021-07-02,32,1
3375,2022-06-01,41,1
3376,2022-02-20,39,1
3377,2021-10-22,70,1
3378,2023-05-01,61,2
3379,2022-09-13,50,2
3380,2022-07-06,25,1
3381,2022-07-09,44,2
3382,2023-03-26,8,2
3383,2022-08-02,25,2
3384,2020-08-19,50,1
3385,2022-10-05,2,2
3386,2020-01-09,22,1
3387,2020-09-16,99,1
3388,2022-07-14,65,2
3389,2023-12-30,25,2
3390,2021-08-31,33,2
3391,2020-02-21,2,2
3392,2020-11-25,61,1
3393,2024-02-23,51,1
3394,2022-12-13,68,2
3395,2022-09-30,15,2
3396,2020-03-12,58,2
3397,2024-01-14,5,2
3398,2023-12-03,50,2
3399,2021-07-05,45,2
3400,2023-01-18,38,2
3401,2021-07-21,58,2
3402,2020-07-08,35,1
3403,2021-06-26,24,2
3404,2023-09-30,25,2
3405,2024-01-31,47,1
3406,2023-06-22,36,2
3407,2020-03-20,56,2
3408,2020-12-28,10,1
3409,2021-06-15,18,1
3410,2021-12-19,21,2
3411,2022-02-14,11,1
3412,2023-07-26,32,1
3413,2022-11-28,20,1
3414,2020-06-07,91,2
3415,2022-05-04,20,1
